50,1.000000e-01,1.272668e+02,2.304942e-01
50,1.000000e-01,1.190957e+02,2.421977e-01
50,1.300000e-01,1.330302e+02,1.792060e-01
50,1.300000e-01,1.187868e+02,1.177756e-01
50,1.600000e-01,9.923629e+01,2.345616e-01
50,1.600000e-01,1.365091e+02,1.172650e-01
50,1.900000e-01,1.276993e+02,2.141668e-01
50,1.900000e-01,1.194356e+02,2.414704e-01
50,2.200000e-01,1.403777e+02,2.479424e-01
50,2.200000e-01,1.360599e+02,1.524154e-01
50,2.500000e-01,1.315532e+02,1.564217e-01
50,2.500000e-01,1.302080e+02,4.736522e-01
50,2.800000e-01,1.243740e+02,3.152179e-01
50,2.800000e-01,1.227499e+02,1.608502e-01
50,3.100000e-01,1.450915e+02,6.765351e-02
50,3.100000e-01,1.345589e+02,1.688437e-01
50,3.400000e-01,1.235900e+02,8.078685e-02
50,3.400000e-01,1.155414e+02,3.529923e-01
50,3.700000e-01,1.267164e+02,2.626044e-01
50,3.700000e-01,1.283222e+02,4.291323e-01
50,4.000000e-01,1.243994e+02,2.671079e-01
50,4.000000e-01,1.283806e+02,2.260263e-01
50,4.300000e-01,1.259036e+02,1.855346e-01
50,4.300000e-01,1.415514e+02,1.708420e-01
50,4.600000e-01,1.312686e+02,2.484470e-01
50,4.600000e-01,1.351528e+02,1.425082e-01
50,4.900000e-01,1.120232e+02,4.634244e-02
50,4.900000e-01,1.268085e+02,2.796626e-01
50,5.200000e-01,1.041812e+02,4.428858e-01
50,5.200000e-01,1.151009e+02,3.160794e-01
50,5.500000e-01,1.078949e+02,1.932055e-01
50,5.500000e-01,1.325636e+02,1.662616e-01
50,5.800000e-01,1.386843e+02,2.889598e-01
50,5.800000e-01,1.315189e+02,1.712409e-01
50,6.100000e-01,1.278708e+02,1.063138e-01
50,6.100000e-01,1.160026e+02,9.114285e-02
50,6.400000e-01,1.349998e+02,3.843859e-01
50,6.400000e-01,1.036057e+02,3.142897e-01
50,6.700000e-01,1.037270e+02,2.035731e-01
50,6.700000e-01,1.206511e+02,3.185476e-01
50,7.000000e-01,9.703779e+01,2.698283e-01
50,7.000000e-01,1.390861e+02,2.907580e-01
50,7.300000e-01,1.347638e+02,2.537941e-01
50,7.300000e-01,1.244667e+02,3.134779e-02
50,7.600000e-01,1.105128e+02,2.844850e-01
50,7.600000e-01,1.260646e+02,1.489815e-01
50,7.900000e-01,1.264529e+02,3.174182e-01
50,7.900000e-01,1.316417e+02,1.883114e-01
50,8.200000e-01,9.298652e+01,3.475118e-01
50,8.200000e-01,1.246047e+02,1.437761e-01
